LAU_NAME,total_population,popul_bg,popul_turkish,popul_roma,popul_other,percentage_bg,percentage_turkish,percentage_roma,percentage_other,total_minorities,percentage_minorities,total_crime,crime_per_1000,pop_0_4,pop_5_9,pop_10_14,pop_15_19,pop_children_total,total_schools,schools_1000_children,total_teachers,teachers_1000_children,total_kindergartens,kindergartens_1000,children_kindergarten,children_kg_rate,pop_0_6,pop_7_10,pop_11_13,pop_14_19,pop_school_age,total_students,total_school_enrolment,1_4_grade,1_4_grade_enrolment,5_7_grade,5_7_grade_enrolment,8_12_grade,8_12_grade_enrolment,pop_15,pop_19,12_grade_graduates,12_grade_graduates_rate,8_grade_graduates,8_grade_graduate_rate,hospitals,hospitals_1000,hospital_beds,hospital_beds_1000,employment_rate,unemployment_rate,tertiary_educ_rate,secondary_educ_rate,middle_educ_rate,primary_educ_rate,illiteracy_rate,NUTS_NAME,average_salary,deprivation_rate,avg_household_size,pop_over_65,number_doctors,doctors_1000,rate_city_pop,rate_village_pop,rate_lang_roma,rate_lang_non_bg
Велико Търново,76718,68835,2357,172,537,89.72470607,3.072290727,0.2241977111,0.6999661096,3066,3.996454548,338,4.403138768,3359,3466,3507,3154,13486,29,3.272996357,876,99.72677596,24,5.157379838,2749,58.4644832,4702,2818,2138,3828,8784,8936,101.7304189,2802,99.43222143,2189,102.3854069,3945,103.0564263,617,673,722,107.2808321,639,94.94799406,8,0.1042780052,935,12.18749185,73.7,6.6,34.43262608,48.48089313,9.602032882,7.4844479,0.3430337222,Велико Търново,15533,28.6,2.2,17999,422,5.505009689,84.31740192,15.68259808,0.1538100576,4.03295185
Горна Оряховица,38456,33783,1451,673,121,87.84845018,3.773143333,1.750052007,0.3146453089,2245,5.837840649,112,2.902017891,1400,1434,1699,1507,6040,16,3.930238271,359,88.1847212,9,4.570848146,1165,59.16708989,1969,1190,1019,1862,4071,3852,94.62048637,1192,100.1680672,1054,103.4347399,1606,86.25134264,307,266,241,90.60150376,342,128.5714286,1,0.02600374454,209,5.445184107,68.7,10.1,22.73686518,54.37004961,14.53120289,8.361882314,0.7519425182,Велико Търново,15533,28.6,2.2,10545,128,3.319811386,74.8133861,25.1866139,1.773455378,5.973060121
Елена,7737,5516,1041,726,49,71.29378312,13.45482745,9.38348197,0.6333204084,1816,23.47162983,30,3.851622076,303,333,337,382,1355,5,5.524861878,93,102.7624309,5,11.11111111,240,53.33333333,450,248,211,446,905,762,84.19889503,228,91.93548387,218,103.3175355,316,70.85201794,88,59,33,55.93220339,63,106.779661,0,0,0,0,58.9,11,16.57746672,48.2365857,24.11143132,11.07451626,0.9498533315,Велико Търново,15533,28.6,2.3,2171,6,0.7754943777,54.9280445,45.0719555,9.435181595,23.27775624
Златарица,3363,2284,506,111,244,67.91555159,15.0460898,3.300624442,7.255426702,861,25.60214095,14,4.103479037,146,161,145,154,606,3,7.653061224,44,112.244898,4,18.69158879,131,61.21495327,214,121,86,185,392,343,87.5,97,80.16528926,81,94.18604651,165,89.18918919,31,22,11,50,33,150,0,0,0,0,67.1,23.5,9.717370594,47.15782788,27.15147666,15.97332487,3.004846527,Велико Търново,15533,28.6,2.3,934,1,0.2973535534,56.67420814,43.32579186,2.527505204,21.23104371
Лясковец,11468,10624,191,68,72,92.64039065,1.665504011,0.5929543076,0.6278339728,331,2.886292292,26,2.267178235,364,419,469,435,1687,3,2.620087336,85,74.23580786,6,11.0701107,325,59.96309963,542,318,291,536,1145,718,62.70742358,277,87.10691824,233,80.06872852,208,38.80597015,91,84,15,17.85714286,75,89.28571429,0,0,0,0,72.4,7.5,17.71004942,60.68094454,14.51583379,7.09317225,0.5295921212,Велико Търново,15533,28.6,2.2,3318,2,0.1743983258,60.9989558,39.0010442,0.4970352285,3.086850366
Павликени,18737,15768,1240,388,220,84.15434701,6.617921759,2.070769067,1.174147409,1848,9.862838235,78,4.141538133,659,731,738,755,2883,6,3.118503119,167,86.7983368,10,10.42752868,593,61.83524505,959,584,442,898,1924,1538,79.93762994,577,98.80136986,444,100.4524887,517,57.57238307,170,147,83,56.46258503,135,91.83673469,1,0.05337033677,95,5.070181993,63.1,14.8,15.98605017,51.7999775,22.29722128,9.916751041,1.085838382,Велико Търново,15533,28.6,2.2,6081,61,3.255590543,53.07769424,46.92230576,1.980039494,10.66873032
Полски Тръмбеш,11169,8421,1364,603,99,75.39618587,12.21237353,5.398871878,0.88638195,2066,18.49762736,49,4.422956397,400,441,504,442,1787,3,2.493765586,80,66.50041563,3,5.136986301,283,48.45890411,584,355,300,548,1203,928,77.14048213,324,91.26760563,285,95,319,58.21167883,87,87,41,47.12643678,85,97.70114943,1,0.08953353031,132,11.818426,56.6,24.4,11.8658479,48.85214927,26.86820973,12.4137931,1.123056249,Велико Търново,15533,28.6,2.2,3725,21,1.910048647,31.04795147,68.95204853,5.52421882,18.32751365
Свищов,27595,24428,1581,167,138,88.5232832,5.729298786,0.6051820982,0.5000905961,1886,6.83457148,92,3.348432687,889,946,1117,1127,4079,10,3.54861604,264,93.68346345,7,5.551149881,734,58.20777161,1261,793,655,1370,2818,2572,91.27040454,746,94.07313997,677,103.3587786,1149,83.86861314,240,193,162,83.93782383,229,118.6528497,2,0.07247689799,189,6.85631455,64.5,10.1,23.3462444,51.88349662,17.12994608,7.640312903,0.4314495936,Велико Търново,15533,28.6,2.2,8372,69,2.512532464,71.00542215,28.99457785,0.5798151839,6.617140786
Стражица,10128,7386,1294,715,144,72.92654028,12.7764613,7.059636651,1.421800948,2153,21.25789889,39,3.8507109,536,546,560,559,2201,8,5.544005544,132,91.47609148,4,5.277044855,332,43.7994723,758,438,333,672,1443,1180,81.77408177,405,92.46575342,317,95.1951952,458,68.1547619,91,105,40,38.0952381,118,112.3809524,0,0,0,0,64.9,23.8,9.797225187,44.36499466,28.35645678,17.48132337,2.131380479,Велико Търново,15533,28.6,2.4,2490,8,0.8228014745,36.632083,63.367917,7.424960506,24.24960506
Сухиндол,2000,1446,323,32,28,72.3,16.15,1.6,1.4,383,19.15,7,3.7,77,84,87,83,331,1,4.587155963,23,105.5045872,1,8.849557522,55,48.67256637,113,61,56,101,218,169,77.52293578,43,70.49180328,47,83.92857143,79,78.21782178,22,13,6,46.15384615,11,84.61538462,0,0,0,0,61,18.3,12.77159512,53.52411235,21.99258082,11.71171171,1.559139785,Велико Търново,15533,28.6,2.2,685,1,0.5,73.6196319,26.3803681,1.45,17.15
Габрово,51881,49887,320,157,256,96.15658912,0.6167961296,0.3026156011,0.4934369037,733,1.412848634,193,3.716196681,1679,1924,2318,2176,8097,12,2.117522499,476,83.99505911,10,4.115226337,1419,58.39506173,2430,1682,1362,2623,5667,5311,93.71801659,1580,93.93579073,1373,100.8076358,2358,89.89706443,482,429,465,108.3916084,431,100.4662005,3,0.05782463715,454,8.750795089,75,6.9,28.755738,54.30830519,10.37794989,6.558006916,0.2158229019,Габрово,16542,15.7,2.1,15645,236,4.555296416,88.14276297,11.85723703,0.2525009156,1.526570421
Дряново,7650,6670,366,231,185,87.18954248,4.784313725,3.019607843,2.418300654,782,10.22222222,52,6.797385621,224,255,296,279,1054,2,2.743484225,46,63.10013717,1,3.076923077,183,56.30769231,325,214,189,326,729,572,78.46364883,185,86.44859813,166,87.83068783,221,67.79141104,68,43,14,32.55813953,47,109.3023256,0,0,0,0,68.5,9.2,22.6894198,55.20819113,13.95221843,8.150170648,0.7609297178,Габрово,16542,15.7,2.1,2567,6,0.8278867102,73.46325033,26.53674967,2.614379085,9.986928105
Севлиево,29676,23951,3987,364,250,80.70831648,13.43509907,1.226580402,0.8424315946,4601,15.50411107,144,4.845666532,1268,1287,1408,1338,5301,12,3.407155026,273,77.51277683,5,2.810567735,971,54.58122541,1779,1020,860,1642,3522,3070,87.16638274,999,97.94117647,868,100.9302326,1203,73.26431181,269,231,153,66.23376623,299,129.4372294,2,0.06739452756,230,7.75037067,71.1,8.1,18.76545865,53.29246872,18.47510485,9.466967774,1.081357542,Габрово,16542,15.7,2.3,8354,105,3.526980276,62.54805052,37.45194948,1.091791347,15.63553039
Трявна,9180,8886,50,40,44,96.79738562,0.5446623094,0.4357298475,0.4793028322,134,1.459694989,28,3.006535948,253,266,341,315,1175,4,4.848484848,86,104.2424242,3,8.571428571,204,58.28571429,350,231,207,387,825,654,79.27272727,218,94.37229437,186,89.85507246,250,64.5994832,61,60,48,80,73,121.6666667,2,0.2178649237,225,24.50980392,76.2,6.6,20.63420159,59.78482446,13.9184598,5.662514156,0.2521489971,Габрово,16542,15.7,2.1,3147,41,4.502541757,94.19483519,5.805164812,0.3921568627,1.546840959
Завет,8046,897,5942,635,29,11.14839672,73.85036043,7.892120308,0.3604275416,6606,82.10290828,37,4.648272434,304,354,323,371,1352,6,6.622516556,66,72.84768212,5,11.21076233,240,53.81165919,446,276,210,420,906,608,67.10816777,238,86.23188406,189,90,181,43.0952381,71,72,28,38.88888889,50,69.44444444,0,0,0,0,55.1,17.7,8.526315789,36.22368421,36.63157895,18.61842105,3.220611916,Разград,16401,38.2,2.6,2002,2,0.2485707184,29.28031171,70.71968829,2.908277405,81.68033806
Исперих,19138,4130,11720,1859,31,21.58010241,61.23941896,9.71365869,0.1619813983,13610,71.11505904,117,6.092590657,860,881,952,908,3601,9,3.772003353,206,86.33696563,14,11.52263374,683,56.21399177,1215,714,582,1090,2386,2055,86.12740989,716,100.280112,604,103.7800687,735,67.43119266,177,143,125,87.41258741,173,120.979021,1,0.05225206396,102,5.329710524,59.8,20.9,11.85627406,38.99458796,32.78469006,16.36444792,1.860915092,Разград,16401,38.2,2.6,4345,54,2.821611454,38.81884204,61.18115796,5.094576236,70.68136691
Кубрат,14228,4316,7390,1520,55,30.33455159,51.93983694,10.68315997,0.3865617093,8965,63.00955862,90,6.297441664,482,608,611,622,2323,8,4.849812265,135,84.48060075,5,6.896551724,392,54.06896552,725,469,382,747,1598,1261,78.91113892,436,92.96375267,341,89.26701571,484,64.79250335,122,105,66,62.85714286,127,120.952381,1,0.07028394715,110,7.731234186,64.8,26.7,10.94571577,38.50255499,34.80707991,15.74464934,2.94938523,Разград,16401,38.2,2.4,4021,36,2.55365008,40.31968032,59.68031968,9.818667416,62.16615125
Лозница,7699,1803,3988,88,1339,23.4186258,51.79893493,1.143005585,17.39186907,5415,70.33380959,23,2.961423562,270,303,362,377,1312,6,5.952380952,89,96.32034632,2,3.865979381,178,45.87628866,388,247,235,442,924,670,72.51082251,228,92.30769231,219,93.19148936,223,50.45248869,64,76,27,35.52631579,60,78.94736842,0,0,0,0,55.5,18.5,8.439337984,44.75447955,32.97770483,13.82847764,1.616274209,Разград,16401,38.2,2.6,1741,1,0.1298869983,23.73277559,76.26722441,0.6104688921,53.20171451
Разград,43658,26063,12633,1410,441,59.69810802,28.93627743,3.229648633,1.010124147,14484,33.17605021,230,5.25905905,1742,1978,2166,1966,7852,21,3.849765258,564,105.915493,20,7.91452315,1511,59.7942224,2527,1592,1343,2390,5325,6093,114.4225352,1659,104.2085427,1495,111.3179449,2939,122.9707113,396,354,469,132.4858757,470,132.7683616,1,0.02290530945,297,6.812039031,69.5,10.2,23.53456031,47.81551628,18.71094795,9.938975469,0.79547989,Разград,16401,38.2,2.3,10341,202,4.619237406,64.44290997,35.55709003,1.000962023,33.17605021
Самуил,5885,529,4482,294,39,8.98895497,76.15972812,4.995751912,0.6627017842,4815,81.81818182,25,4.24808836,243,219,238,252,952,3,4.8,48,76.8,2,6.116207951,161,49.23547401,327,186,140,299,625,483,77.28,168,90.32258065,129,92.14285714,186,62.20735786,39,48,31,64.58333333,37,77.08333333,0,0,0,0,53.4,25.9,6.027347967,34.94062612,38.48506657,20.54695934,4.601058974,Разград,16401,38.2,2.6,1429,1,0.1699235344,0,100,3.16057774,81.76720476
Цар Калоян,4569,1135,3163,0,23,24.84132195,69.22740206,0,0.5033924272,3186,69.73079448,19,4.158459181,152,166,179,189,686,2,4.347826087,36,78.26086957,2,6.637168142,119,52.65486726,226,129,110,221,460,259,56.30434783,115,89.14728682,84,76.36363636,60,27.14932127,40,31,14,45.16129032,29,93.5483871,0,0,0,0,58.3,17.6,9.808887866,40.4328805,38.61386139,11.14437025,1.237739374,Разград,16401,38.2,2.4,1256,2,0.4377325454,60.9502447,39.0497553,0.02188662727,69.38060845
Борово,4068,2626,864,304,27,64.5526057,21.23893805,7.472959685,0.6637168142,1195,29.37561455,9,2.212389381,130,122,122,121,495,2,6.172839506,23,70.98765432,1,5.847953216,52,30.40935673,171,98,76,150,324,157,48.45679012,82,83.67346939,66,86.84210526,9,6,28,18,0,0,22,122.2222222,0,0,0,0,65.3,21.6,7.159353349,42.3659225,37.74698486,12.72773929,4.358037578,Русе,16463,19.1,2.0,1575,3,0.7374631268,34.84506464,65.15493536,6.268436578,28.85939036
Бяла,10536,8098,719,1159,71,76.86028853,6.824221716,11.00037965,0.6738800304,1949,18.4984814,34,3.208048595,374,432,501,442,1749,6,5.008347245,91,75.95993322,2,3.629764065,297,53.90199637,551,347,292,559,1198,979,81.71953255,325,93.65994236,265,90.75342466,389,69.58855098,87,75,44,58.66666667,86,114.6666667,2,0.1898253607,411,39.00911162,64.2,20.3,16.444667,47.93189785,22.55383075,13.06960441,1.028827544,Русе,16463,19.1,2.3,3166,68,6.454062263,62.29172236,37.70827764,9.984813971,19.19134396
Ветово,9952,2165,5079,1758,353,21.75442122,51.03496785,17.664791,3.547025723,7190,72.24678457,36,3.617363344,414,404,462,427,1707,4,3.549245785,96,85.18189885,3,5.172413793,291,50.17241379,580,332,268,527,1127,790,70.09760426,321,96.68674699,259,96.64179104,210,39.84819734,88,80,20,25,99,123.75,0,0,0,0,58.2,22.5,7.746478873,39.76739223,35.31796842,17.16816048,2.887537994,Русе,16463,19.1,2.5,2584,3,0.2679528403,75.03196347,24.96803653,17.15233119,71.32234727
Две могили,7018,3512,2098,846,38,50.04274722,29.89455685,12.05471644,0.5414648048,2982,42.4907381,19,2.735822172,234,239,287,253,1013,3,4.379562044,62,90.51094891,2,6.097560976,159,48.47560976,328,200,181,304,685,624,91.09489051,188,94,161,88.95027624,275,90.46052632,58,30,28,93.33333333,48,160,0,0,0,0,63.4,19.7,11.16591928,46.62182362,27.36920777,14.84304933,1.381509033,Русе,16463,19.1,2.3,2239,4,0.5224660397,46.97466859,53.02533141,11.6984896,43.06070105
Иваново,7651,5716,1340,180,45,74.70918834,17.51405045,2.352633643,0.5881584107,1565,20.4548425,13,1.699124297,189,182,232,224,827,4,6.544502618,27,47.12041885,1,3.937007874,135,53.1496063,254,166,148,259,573,183,31.93717277,101,60.84337349,82,55.40540541,0,0,43,46,0,0,19,41.30434783,0,0,0,0,64.1,8.6,13.34324726,49.85805056,28.05191294,8.746789239,0.9570686355,Русе,16463,19.1,2.1,3030,0,0,0,100,2.300352895,20.41563194
Русе,141356,119529,10220,1804,1251,84.55884434,7.229972552,1.276210419,0.8849995755,13275,9.391182546,660,4.666232774,5574,5980,6559,5934,24047,41,2.563226247,1467,91.15764618,24,3.017349761,4389,55.17978376,7954,4826,4107,7160,16093,15601,96.94277015,4743,98.28014919,4102,99.87825664,6756,94.3575419,1242,1103,1268,114.9592022,1257,113.961922,7,0.04952035994,1538,10.88316025,73.1,7.2,28.24245514,51.78857888,12.25393922,7.715026761,0.3747376455,Русе,16463,19.1,2.1,34945,709,5.015705028,90.62891258,9.371087418,1.225275192,9.027561617
Сливо поле,8552,3649,3347,644,251,42.66838167,39.13704397,7.530402245,2.934985968,4242,49.60243218,33,3.882132834,306,326,365,319,1316,3,3.397508494,63,71.34767837,2,4.618937644,247,57.04387991,433,266,234,383,883,504,57.0781427,236,88.72180451,197,84.18803419,71,18.53785901,78,61,2,3.278688525,55,90.16393443,0,0,0,0,60,12.9,7.722625939,43.1457076,34.068235,15.06343146,1.276915373,Русе,16463,19.1,2.3,2573,1,0.07795447459,28.37561375,71.62438625,6.723573433,47.62628625
Ценово,4350,3550,291,346,24,81.6091954,6.689655172,7.954022989,0.5517241379,661,15.1954023,9,2.114942529,118,142,129,146,535,4,11.46131805,25,71.63323782,4,21.50537634,99,53.22580645,186,97,77,175,349,150,42.97994269,85,87.62886598,65,84.41558442,0,0,30,27,0,0,22,81.48148148,0,0,0,0,68,26.9,10.20653218,48.0067243,31.50816523,10.27857829,0.8515815085,Русе,16463,19.1,2.2,1619,2,0.4597701149,0,100,7.172413793,15.03448276
Алфатар,2278,1543,379,251,13,67.73485514,16.63740123,11.01843723,0.5706760316,643,28.22651449,12,5.179982441,78,84,72,80,314,1,4.926108374,17,83.74384236,1,9.009009009,64,57.65765766,111,65,46,92,203,98,48.27586207,62,95.38461538,36,78.26086957,0,0,22,13,0,0,11,84.61538462,0,0,0,0,68,31.3,9.829257037,48.63867097,26.2113521,15.32071989,4.641350211,Силистра,14152,16.4,2.2,792,1,0.4389815628,52.38473768,47.61526232,11.01843723,28.22651449
Главиница,8864,1932,5507,834,13,21.79602888,62.12770758,9.408844765,0.1466606498,6354,71.683213,39,4.354693141,344,368,408,377,1497,3,2.497502498,71,70.92907093,1,2.016129032,230,46.37096774,496,290,248,463,1001,630,62.93706294,256,88.27586207,185,74.59677419,189,40.82073434,78,62,31,50,70,112.9032258,0,0,0,0,47.8,28.2,8.508604207,36.35277247,34.95458891,20.18403442,2.678027998,Силистра,14152,16.4,2.6,2405,1,0.07521058965,13.08977035,86.91022965,0.8912454874,72.69855596
Дулово,24201,3597,16671,2018,246,14.86302219,68.88558324,8.338498409,1.016486922,18935,78.24056857,84,3.470930953,1141,1211,1344,1162,4858,11,3.415088482,254,78.85749767,6,3.665241295,837,51.13011607,1637,959,835,1427,3221,2667,82.80037256,900,93.84775808,832,99.64071856,935,65.52207428,221,212,136,64.1509434,239,112.7358491,1,0.04132060659,82,3.380025619,50.4,25.9,10.20652367,37.72380784,32.41446552,19.65520298,4.591305921,Силистра,14152,16.4,2.9,5522,37,1.515088908,23.39640915,76.60359085,2.239576877,78.46369985
Кайнарджа,3950,951,2050,697,22,24.07594937,51.89873418,17.64556962,0.5569620253,2769,70.10126582,31,7.898734177,296,325,345,289,1255,4,4.807692308,76,91.34615385,1,2.364066194,193,45.62647754,423,273,207,352,832,752,90.38461538,264,96.7032967,222,107.2463768,266,75.56818182,60,32,19,59.375,55,171.875,0,0,0,0,48,57.1,3.402324922,24.63850298,36.71675645,35.24241565,4.017725258,Силистра,14152,16.4,3.0,655,1,0.253164557,0,100,11.82278481,70.75949367
Силистра,41766,34099,4445,618,280,81.64296318,10.64262797,1.479672461,0.6704017622,5343,12.7927022,206,4.922664368,1416,1569,1612,1498,6095,15,3.602484472,415,103.1055901,10,4.589371981,1249,60.33816425,2070,1232,984,1809,4025,4107,102.0372671,1219,98.94480519,991,100.7113821,1897,104.8645661,308,248,355,143.1451613,306,123.3870968,1,0.02394292008,304,7.278647704,69.4,10.5,24.25685208,52.43097541,15.06952842,8.242644095,0.6780788619,Силистра,14152,16.4,2.1,12215,193,4.628964549,68.17982203,31.82017797,1.407843701,12.47904994
Ситово,4533,1657,2131,428,56,36.55415839,47.01080962,9.441870726,1.235384955,2615,57.6880653,17,3.662033973,158,185,184,191,718,4,8.316008316,51,106.029106,2,8.438818565,137,57.80590717,237,147,102,232,481,398,82.74428274,152,103.4013605,102,100,144,62.06896552,35,41,8,19.51219512,35,85.36585366,0,0,0,0,66.7,28.2,7.635009311,45.36778399,30.3538175,16.6433892,4.879204169,Силистра,14152,16.4,2.5,1315,0,0,0,100,1.698654313,57.9307302
Тутракан,12178,7800,3209,398,64,64.0499261,26.35079652,3.268188537,0.5255378551,3671,30.14452291,56,4.614879291,425,445,487,457,1814,5,4.071661238,123,100.1628664,3,5.119453925,368,62.79863481,586,368,303,557,1228,1066,86.80781759,364,98.91304348,310,102.310231,392,70.37701975,88,82,64,78.04878049,108,131.7073171,1,0.08211528987,93,7.636721958,60.8,11.5,14.14768806,44.81538992,27.53623188,13.50069013,1.816745656,Силистра,14152,16.4,2.2,3742,39,3.229868068,57.61171032,42.38828968,1.330267696,30.29233043
Аврен,8297,5596,770,368,286,67.44606484,9.280462818,4.435338074,3.447029047,1424,17.16282994,28,3.326503556,343,352,447,384,1526,7,6.202290076,93,88.74045802,2,4.184100418,218,45.60669456,478,292,284,472,1048,705,67.27099237,254,86.98630137,267,94.01408451,184,38.98305085,96,53,17,32.0754717,71,133.9622642,0,0,0,0,60,19.2,15.78206932,43.17687684,25.0799335,15.96112035,2.643917687,Варна,18634,18.2,2.3,2355,1,0.1205254911,0,100,4.796914547,20.10365192
Аксаково,19499,16802,190,376,651,86.16852146,0.974408944,1.928304016,3.33863275,1217,6.24134571,47,2.420636956,932,948,1124,964,3968,6,2.286585366,144,54.87804878,8,5.952380952,600,44.64285714,1344,737,689,1198,2624,1534,58.46036585,646,87.65264586,550,79.82583454,338,28.21368948,202,189,31,16.4021164,181,95.76719577,0,0,0,0,67.8,9.4,16.63453594,47.92619113,24.22473148,11.21454145,0.7294764604,Варна,18634,18.2,2.5,4425,11,0.5641314939,51.95404379,48.04595621,1.897533207,6.718293246
Белослав,9870,8352,820,149,87,84.62006079,8.308004053,1.509625127,0.8814589666,1056,10.69908815,23,2.289766971,437,422,487,462,1808,5,4.194630872,96,80.53691275,5,8.116883117,356,57.79220779,616,322,309,561,1192,1055,88.50671141,327,101.552795,319,103.236246,409,72.90552585,93,98,34,34.69387755,104,106.122449,0,0,0,0,71.1,8.7,11.43289388,55.91095742,22.72530797,9.930840718,1.100473203,Варна,18634,18.2,2.4,2018,8,0.8105369807,70.10939194,29.89060806,1.337386018,10.39513678
Бяла,3006,2299,218,151,155,76.48037259,7.252162342,5.02328676,5.156353959,524,17.43180306,34,11.24417831,374,432,501,442,1749,6,5.008347245,91,75.95993322,2,3.629764065,297,53.90199637,551,347,292,559,1198,979,81.71953255,325,93.65994236,265,90.75342466,389,69.58855098,87,75,44,58.66666667,86,114.6666667,2,0.6653359947,411,136.7265469,64.2,20.3,16.444667,47.93189785,22.55383075,13.06960441,1.028827544,Варна,18634,18.2,2.3,3166,68,22.62142382,62.29172236,37.70827764,9.984813971,19.19134396
Варна,319613,276499,8883,1836,5290,86.51056121,2.779298714,0.5744447191,1.655126669,16009,5.008870102,984,3.078723331,15409,15636,16767,14154,61966,68,1.689189189,3076,76.41096979,61,2.809765085,11636,53.59742054,21710,12662,10229,17365,40256,38168,94.81319555,12399,97.92291897,10146,99.18858148,15623,89.96832709,3123,2860,2579,90.17482517,3086,107.9020979,14,0.04380297422,2581,8.07664269,73.9,6.7,37.39942196,44.72966033,9.214073037,8.656844678,0.5269238549,Варна,18634,18.2,2.1,64890,2233,6.986574388,97.35147204,2.648527962,0.419257039,5.285141718
Ветрино,4508,2957,1052,150,106,65.59449867,23.33629104,3.327417924,2.351375333,1308,29.01508429,16,3.504880213,120,141,168,157,586,1,2.409638554,33,79.51807229,2,11.69590643,102,59.64912281,171,128,95,192,415,317,76.38554217,94,73.4375,93,97.89473684,130,67.70833333,31,23,18,78.26086957,29,126.0869565,0,0,0,0,76.3,24.6,8.877103989,50.21904542,30.27438321,10.62946737,1.052877866,Варна,18634,18.2,2.1,1543,3,0.6654835847,0,100,3.327417924,29.41437445
Вълчи дол,7608,4627,1438,666,60,60.81756046,18.90115668,8.753943218,0.7886435331,2164,28.44374343,31,4.12723449,326,308,345,326,1305,5,5.753739931,99,113.9240506,4,9.174311927,213,48.85321101,436,264,205,400,869,881,101.3808976,256,96.96969697,237,115.6097561,388,97,71,45,27,60,75,166.6666667,0,0,0,0,67.2,30.5,8.742331288,45.09202454,29.2665923,16.89905187,3.553155202,Варна,18634,18.2,2.1,2337,6,0.7886435331,31.20793886,68.79206114,8.530494217,28.98264984
Девня,7230,5765,440,426,87,79.73720609,6.085753804,5.892116183,1.203319502,953,13.18118949,61,8.381742739,342,319,375,347,1383,1,1.096491228,53,58.11403509,1,2.123142251,261,55.41401274,471,259,226,427,912,579,63.48684211,230,88.8030888,182,80.53097345,167,39.11007026,71,73,24,32.87671233,68,93.15068493,1,0.1383125864,51,7.053941909,69,13.4,7.51590472,53.51383341,26.02455985,12.94570203,1.068794219,Варна,18634,18.2,2.4,1649,15,2.074688797,91.36844608,8.631553917,5.643153527,12.68326418
Долни чифлик,15666,9832,3760,467,345,62.76011745,24.00102132,2.980977914,2.202221371,4572,29.18422061,28,1.761777097,829,814,992,887,3522,8,3.379805661,164,69.28601605,5,4.329004329,552,47.79220779,1155,646,634,1087,2367,1718,72.58132657,588,91.02167183,589,92.9022082,541,49.7700092,214,122,44,36.06557377,189,154.9180328,0,0,0,0,63,23,7.993935635,38.5293915,31.63117635,21.84549652,3.64994363,Варна,18634,18.2,2.5,3240,12,0.7659900421,34.32999288,65.67000712,1.685178093,33.23758458
Дългопол,12208,4899,4944,1823,45,40.12942333,40.49803408,14.93283093,0.3686107471,6812,55.79947575,42,3.440366972,538,519,619,609,2285,7,4.55136541,128,83.22496749,4,5.354752343,376,50.33467202,747,423,377,738,1538,1253,81.46944083,432,102.1276596,393,104.2440318,428,57.99457995,126,110,47,42.72727273,125,113.6363636,0,0,0,0,60.4,31,7.573510165,36.92522467,35.7298665,19.77139866,3.055604903,Варна,18634,18.2,2.5,2998,6,0.5187854958,33.41890315,66.58109685,12.83584535,56.17627785
Провадия,18202,11530,1992,2731,127,63.3446874,10.94385232,15.00384573,0.6977255247,4850,26.64542358,72,3.966597077,799,824,921,950,3494,11,4.662992794,215,91.14031369,5,4.405286344,576,50.74889868,1135,650,582,1127,2359,2128,90.20771513,620,95.38461538,587,100.8591065,921,81.72138421,186,164,118,71.95121951,184,112.195122,1,0.05493901769,61,3.351280079,60.1,12,12.85521767,48.27444776,23.29056073,15.57977383,2.933620123,Варна,18634,18.2,2.3,4641,42,2.325751749,56.48306534,43.51693466,13.38863861,25.85979563
Суворово,6491,3728,1171,491,425,57.43336928,18.04036358,7.564319827,6.547527346,2087,32.15221075,24,3.697427207,300,313,319,283,1215,3,4.124365482,85,107.8680203,1,2.341920375,237,55.50351288,427,244,209,335,788,868,110.1522843,265,108.6065574,242,115.7894737,361,107.761194,63,57,26,45.61403509,65,114.0350877,0,0,0,0,69.1,15.4,11.75791557,49.07651715,24.47229551,14.69327177,2.38936564,Варна,18634,18.2,2.4,1697,4,0.6162378678,57.4376947,42.5623053,2.757664458,31.64381451
Балчик,15958,11047,2129,859,568,69.22546685,13.34127084,5.38288006,3.559343276,3556,22.28349417,78,4.875297656,627,628,740,679,2674,6,3.372681282,135,75.88532884,11,12.29050279,557,62.23463687,895,504,458,817,1779,1291,72.56885891,486,96.42857143,426,93.01310044,379,46.38922889,154,111,48,43.24324324,108,97.2972973,4,0.2506579772,316,19.7894473,63.9,13.6,18.2898493,46.49804156,21.93454159,13.27756755,1.809710311,Добрич,15171,18.1,2.3,4295,56,3.488323516,57.14435916,42.85564084,5.069557589,22.38375736
Генерал Тошево,11114,7905,1261,1110,258,71.12650711,11.34605003,9.987403275,2.321396437,2629,23.65484974,109,9.807450063,395,418,498,446,1757,7,5.597014925,127,105.3067993,9,16.33393829,291,52.81306715,551,345,305,556,1206,988,81.92371476,316,91.5942029,310,101.6393443,362,65.10791367,86,91,56,61.53846154,85,93.40659341,0,0,0,0,62,18.5,12.43018082,42.49739657,28.42942346,16.64299915,2.641982451,Добрич,15171,18.1,2.3,3496,11,1.019734869,47.9243732,52.0756268,5.542558935,23.90678424
